Complaint_ID,Complaint_Date,Complaint_Time,Complaint_Channel,Complainant_Age,Complainant_Gender,Complainant_State,Complainant_District,Complainant_City,Complainant_Pincode,Complainant_ID_Type,Incident_Date,Incident_Time,Incident_Type,Fraud_Type,Incident_Description,Incident_State,Incident_District,Incident_City,Incident_Location,Transaction_ID,Transaction_Amount,Payment_Mode,Bank_Name,ATM_ID,ATM_Location,Evidence_Available,Bank_Statement_Available,Transaction_Receipt_Available,Screenshot_Available
CMP_20260720_01657,2026-07-20,06:38:48,Online Grievance,57,Male,Haryana,Faridabad,Faridabad,703936,Ration Card,2026-07-19,23:38:48,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Faridabad,Haryana,Faridabad,Faridabad,Faridabad Commercial Sector,TXN_20260719_054169,49000.0,UPI,ICICI Bank,ATM_FAR_0201,"Railway Station Kiosk, Faridabad",1,1,0,1
CMP_20260720_02010,2026-07-20,07:29:19,Police Station,31,Male,Bihar,Nalanda,Nalanda,244021,Passport,2026-07-20,03:29:19,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Nalanda,Bihar,Nalanda,Nalanda,Nalanda Commercial Sector,TXN_20260720_055228,75000.0,UPI,ICICI Bank,ATM_NAL_0421,"Airport Kiosk, Nalanda",1,1,0,0
CMP_20260720_02159,2026-07-20,09:11:11,NCRP 1930 Portal,37,Male,Rajasthan,Jaipur,Jaipur,678129,Driving License,2026-07-19,13:11:11,Financial Cyber-Fraud,OTP / SIM-Swap Fraud,Victim reported unauthorized transfer followed by ATM cashout ring in Jaipur,Rajasthan,Jaipur,Jaipur,Jaipur Commercial Sector,TXN_20260719_055675,15000.0,UPI,State Bank of India,ATM_JAI_0497,"Market Kiosk, Jaipur",1,1,1,1
CMP_20260720_01385,2026-07-20,10:15:19,Bank Helpline,54,Female,Haryana,Nuh,Punahana,319992,Ration Card,2026-07-18,22:15:19,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Punahana,Haryana,Nuh,Punahana,Punahana Commercial Sector,TXN_20260718_053353,49000.0,UPI,ICICI Bank,ATM_PUN_0460,"Market Kiosk, Punahana",1,1,1,0
CMP_20260720_01005,2026-07-20,10:41:13,NCRP 1930 Portal,37,Male,Bihar,Nalanda,Nalanda,803534,Ration Card,2026-07-20,03:41:13,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Nalanda,Bihar,Nalanda,Nalanda,Nalanda Commercial Sector,TXN_20260720_052213,49000.0,UPI,ICICI Bank,ATM_NAL_0337,"Shopping Mall Kiosk, Nalanda",1,1,0,0
CMP_20260720_02006,2026-07-20,11:26:56,Police Station,34,Male,Rajasthan,Alwar,Alwar,449940,Passport,2026-07-19,18:26:56,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Alwar,Rajasthan,Alwar,Alwar,Alwar Commercial Sector,TXN_20260719_055216,95000.0,UPI,Bank of Baroda,ATM_ALW_0348,"Market Kiosk, Alwar",1,1,0,1
CMP_20260720_00403,2026-07-20,11:50:16,Cyber Cell Desk,52,Male,Haryana,Gurugram,Gurgaon/Gurugram,298517,Voter ID,2026-07-18,16:50:16,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Gurgaon/Gurugram,Haryana,Gurugram,Gurgaon/Gurugram,Gurgaon/Gurugram Commercial Sector,TXN_20260718_050407,75000.0,UPI,State Bank of India,ATM_GUR_0252,"Bus Stand Kiosk, Gurgaon/Gurugram",1,1,1,1
CMP_20260720_00946,2026-07-20,12:28:03,Police Station,50,Male,Rajasthan,Alwar,Alwar,734990,Voter ID,2026-07-19,16:28:03,Financial Cyber-Fraud,OTP / SIM-Swap Fraud,Victim reported unauthorized transfer followed by ATM cashout ring in Alwar,Rajasthan,Alwar,Alwar,Alwar Commercial Sector,TXN_20260719_052036,25000.0,UPI,ICICI Bank,ATM_ALW_0306,"Market Kiosk, Alwar",1,1,1,1
CMP_20260720_02275,2026-07-20,12:31:36,Police Station,70,Male,Jharkhand,Deoghar,Deoghar,683437,Driving License,2026-07-18,13:31:36,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Deoghar,Jharkhand,Deoghar,Deoghar,Deoghar Commercial Sector,TXN_20260718_056023,95000.0,UPI,State Bank of India,ATM_DEO_0509,"Shopping Mall Kiosk, Deoghar",1,1,0,1
CMP_20260720_02282,2026-07-20,12:36:18,Police Station,54,Female,Delhi,Central Delhi,Delhi,434682,Ration Card,2026-07-19,13:36:18,Financial Cyber-Fraud,Vishing / Customer Care Scam,Victim reported unauthorized transfer followed by ATM cashout ring in Delhi,Delhi,Central Delhi,Delhi,Delhi Commercial Sector,TXN_20260719_056044,95000.0,UPI,HDFC Bank,ATM_DEL_0012,"Market Kiosk, Delhi",1,1,0,1
CMP_20260720_00429,2026-07-20,14:39:15,Police Station,50,Male,Rajasthan,Jaipur,Jaipur,230600,Govt Employee ID,2026-07-19,22:39:15,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Jaipur,Rajasthan,Jaipur,Jaipur,Jaipur Commercial Sector,TXN_20260719_050485,49000.0,UPI,HDFC Bank,ATM_JAI_0427,"Commercial Area Kiosk, Jaipur",1,1,1,1
CMP_20260720_00441,2026-07-20,17:08:25,NCRP 1930 Portal,26,Female,Jharkhand,Deoghar,Deoghar,259688,Voter ID,2026-07-19,13:08:25,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Deoghar,Jharkhand,Deoghar,Deoghar,Deoghar Commercial Sector,TXN_20260719_050521,25000.0,UPI,Punjab National Bank,ATM_DEO_0553,"Railway Station Kiosk, Deoghar",1,1,1,1
CMP_20260720_00413,2026-07-20,21:00:27,Bank Helpline,22,Male,Bihar,Patna,Patna,575835,Voter ID,2026-07-19,23:00:27,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Patna,Bihar,Patna,Patna,Patna Commercial Sector,TXN_20260719_050437,75000.0,UPI,Axis Bank,ATM_PAT_0598,"Residential Kiosk, Patna",1,1,1,1
CMP_20260720_02936,2026-07-20,22:06:58,Online Grievance,45,Male,Jharkhand,Deoghar,Deoghar,463817,Govt Employee ID,2026-07-19,13:06:58,Financial Cyber-Fraud,OTP / SIM-Swap Fraud,Victim reported unauthorized transfer followed by ATM cashout ring in Deoghar,Jharkhand,Deoghar,Deoghar,Deoghar Commercial Sector,TXN_20260719_058006,75000.0,UPI,Punjab National Bank,ATM_DEO_0102,"Commercial Area Kiosk, Deoghar",1,1,1,0
CMP_20260720_01394,2026-07-20,22:45:22,Bank Helpline,28,Female,Bihar,Nalanda,Nalanda,239494,Voter ID,2026-07-19,11:45:22,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Nalanda,Bihar,Nalanda,Nalanda,Nalanda Commercial Sector,TXN_20260719_053380,75000.0,UPI,State Bank of India,ATM_NAL_0332,"Railway Station Kiosk, Nalanda",1,1,1,0
CMP_20260720_00514,2026-07-20,22:49:04,Police Station,41,Male,Delhi,Central Delhi,Delhi,761405,Ration Card,2026-07-20,13:49:04,Financial Cyber-Fraud,Vishing / Customer Care Scam,Victim reported unauthorized transfer followed by ATM cashout ring in Delhi,Delhi,Central Delhi,Delhi,Delhi Commercial Sector,TXN_20260720_050740,49000.0,UPI,State Bank of India,ATM_DEL_0237,"Railway Station Kiosk, Delhi",1,1,0,0
CMP_20260720_02727,2026-07-20,23:04:18,NCRP 1930 Portal,40,Female,West Bengal,Kolkata,Kolkata,792088,Govt Employee ID,2026-07-20,17:04:18,Financial Cyber-Fraud,OTP / SIM-Swap Fraud,Victim reported unauthorized transfer followed by ATM cashout ring in Kolkata,West Bengal,Kolkata,Kolkata,Kolkata Commercial Sector,TXN_20260720_057379,75000.0,UPI,State Bank of India,ATM_KOL_0484,"Residential Kiosk, Kolkata",1,1,0,1
CMP_20260720_02388,2026-07-20,23:44:13,Online Grievance,42,Male,Rajasthan,Jaipur,Jaipur,789893,Voter ID,2026-07-19,02:44:13,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Jaipur,Rajasthan,Jaipur,Jaipur,Jaipur Commercial Sector,TXN_20260719_056362,75000.0,UPI,State Bank of India,ATM_JAI_0503,"Market Kiosk, Jaipur",1,1,1,1
CMP_20260721_02844,2026-07-21,01:19:55,Cyber Cell Desk,56,Male,West Bengal,Kolkata,Kolkata,689050,Passport,2026-07-20,19:19:55,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Kolkata,West Bengal,Kolkata,Kolkata,Kolkata Commercial Sector,TXN_20260720_057730,49000.0,UPI,Punjab National Bank,ATM_KOL_0401,"Shopping Mall Kiosk, Kolkata",1,1,1,1
CMP_20260721_01498,2026-07-21,01:52:45,NCRP 1930 Portal,34,Male,Jharkhand,Deoghar,Deoghar,567372,Voter ID,2026-07-20,12:52:45,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Deoghar,Jharkhand,Deoghar,Deoghar,Deoghar Commercial Sector,TXN_20260720_053692,75000.0,UPI,Bank of Baroda,ATM_DEO_0079,"Educational Area Kiosk, Deoghar",1,1,0,1
CMP_20260721_00086,2026-07-21,03:21:14,Bank Helpline,22,Male,Haryana,Nuh,Punahana,171033,Voter ID,2026-07-19,16:21:14,Financial Cyber-Fraud,OTP / SIM-Swap Fraud,Victim reported unauthorized transfer followed by ATM cashout ring in Punahana,Haryana,Nuh,Punahana,Punahana Commercial Sector,TXN_20260719_049456,49000.0,UPI,HDFC Bank,ATM_PUN_0502,"Shopping Mall Kiosk, Punahana",1,1,1,1
CMP_20260721_00201,2026-07-21,05:52:32,NCRP 1930 Portal,62,Male,Jharkhand,Dumka,Dumka,444976,Driving License,2026-07-20,23:52:32,Financial Cyber-Fraud,OTP / SIM-Swap Fraud,Victim reported unauthorized transfer followed by ATM cashout ring in Dumka,Jharkhand,Dumka,Dumka,Dumka Commercial Sector,TXN_20260720_049801,49000.0,UPI,Punjab National Bank,ATM_DUM_0550,"Commercial Area Kiosk, Dumka",1,1,1,0
CMP_20260721_02938,2026-07-21,06:48:20,Cyber Cell Desk,49,Male,Bihar,Patna,Patna,768452,Driving License,2026-07-21,04:48:20,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Patna,Bihar,Patna,Patna,Patna Commercial Sector,TXN_20260721_058012,15000.0,UPI,IndusInd Bank,ATM_PAT_0487,"Market Kiosk, Patna",1,1,1,1
CMP_20260721_00035,2026-07-21,07:01:15,Cyber Cell Desk,66,Female,Delhi,Central Delhi,Delhi,737814,Passport,2026-07-21,00:01:15,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Delhi,Delhi,Central Delhi,Delhi,Delhi Commercial Sector,TXN_20260721_049303,75000.0,UPI,Punjab National Bank,ATM_DEL_0066,"Market Kiosk, Delhi",1,1,1,1
CMP_20260721_02963,2026-07-21,07:31:14,Bank Helpline,43,Male,Bihar,Patna,Patna,600592,Driving License,2026-07-19,18:31:14,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Patna,Bihar,Patna,Patna,Patna Commercial Sector,TXN_20260719_058087,75000.0,UPI,ICICI Bank,ATM_PAT_0028,"Commercial Area Kiosk, Patna",1,1,0,1
CMP_20260721_01454,2026-07-21,07:31:33,Bank Helpline,51,Male,Delhi,Central Delhi,Delhi,601118,Voter ID,2026-07-21,01:31:33,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Delhi,Delhi,Central Delhi,Delhi,Delhi Commercial Sector,TXN_20260721_053560,25000.0,UPI,Punjab National Bank,ATM_DEL_0034,"Commercial Area Kiosk, Delhi",1,1,1,0
CMP_20260721_00548,2026-07-21,07:35:46,Bank Helpline,39,Male,Rajasthan,Bharatpur,Kaman,816465,Passport,2026-07-20,05:35:46,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Kaman,Rajasthan,Bharatpur,Kaman,Kaman Commercial Sector,TXN_20260720_050842,15000.0,UPI,HDFC Bank,ATM_KAM_0471,"Bus Stand Kiosk, Kaman",1,1,1,1
CMP_20260721_02513,2026-07-21,07:40:49,Online Grievance,50,Female,Bihar,Nalanda,Nalanda,180394,Driving License,2026-07-20,01:40:49,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Nalanda,Bihar,Nalanda,Nalanda,Nalanda Commercial Sector,TXN_20260720_056737,49000.0,UPI,Punjab National Bank,ATM_NAL_0418,"Railway Station Kiosk, Nalanda",1,1,1,1
CMP_20260721_01861,2026-07-21,10:08:34,Cyber Cell Desk,32,Female,Delhi,Central Delhi,Delhi,751284,Passport,2026-07-20,04:08:34,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Delhi,Delhi,Central Delhi,Delhi,Delhi Commercial Sector,TXN_20260720_054781,75000.0,UPI,Kotak Mahindra Bank,ATM_DEL_0538,"Railway Station Kiosk, Delhi",1,1,1,1
CMP_20260721_02400,2026-07-21,11:28:40,Police Station,39,Male,West Bengal,Kolkata,Kolkata,283444,Voter ID,2026-07-19,23:28:40,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Kolkata,West Bengal,Kolkata,Kolkata,Kolkata Commercial Sector,TXN_20260719_056398,75000.0,UPI,ICICI Bank,ATM_KOL_0109,"Market Kiosk, Kolkata",1,1,1,0
CMP_20260721_01429,2026-07-21,12:14:06,Online Grievance,37,Female,Delhi,Central Delhi,Delhi,125325,Ration Card,2026-07-19,19:14:06,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Delhi,Delhi,Central Delhi,Delhi,Delhi Commercial Sector,TXN_20260719_053485,15000.0,UPI,State Bank of India,ATM_DEL_0261,"Educational Area Kiosk, Delhi",1,1,1,1
CMP_20260721_01110,2026-07-21,13:30:27,NCRP 1930 Portal,40,Male,Bihar,Patna,Patna,573098,Voter ID,2026-07-19,14:30:27,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Patna,Bihar,Patna,Patna,Patna Commercial Sector,TXN_20260719_052528,49000.0,UPI,State Bank of India,ATM_PAT_0107,"Residential Kiosk, Patna",1,1,1,1
CMP_20260721_02588,2026-07-21,14:43:46,Police Station,44,Male,Jharkhand,Dumka,Dumka,585165,Govt Employee ID,2026-07-19,18:43:46,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Dumka,Jharkhand,Dumka,Dumka,Dumka Commercial Sector,TXN_20260719_056962,25000.0,UPI,Bank of Baroda,ATM_DUM_0141,"Market Kiosk, Dumka",1,1,1,1
CMP_20260721_01675,2026-07-21,15:01:18,Bank Helpline,21,Female,Rajasthan,Bharatpur,Kaman,712686,Driving License,2026-07-20,11:01:18,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Kaman,Rajasthan,Bharatpur,Kaman,Kaman Commercial Sector,TXN_20260720_054223,25000.0,UPI,State Bank of India,ATM_KAM_0387,"Shopping Mall Kiosk, Kaman",1,1,1,1
CMP_20260721_02473,2026-07-21,15:25:25,Cyber Cell Desk,54,Male,Rajasthan,Bharatpur,Bharatpur,544302,Voter ID,2026-07-20,22:25:25,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Bharatpur,Rajasthan,Bharatpur,Bharatpur,Bharatpur Commercial Sector,TXN_20260720_056617,75000.0,UPI,ICICI Bank,ATM_BHA_0184,"Commercial Area Kiosk, Bharatpur",1,1,1,1
CMP_20260721_01262,2026-07-21,15:59:05,Bank Helpline,27,Female,Jharkhand,Dhanbad,Dhanbad,772661,Ration Card,2026-07-20,01:59:05,Financial Cyber-Fraud,Vishing / Customer Care Scam,Victim reported unauthorized transfer followed by ATM cashout ring in Dhanbad,Jharkhand,Dhanbad,Dhanbad,Dhanbad Commercial Sector,TXN_20260720_052984,75000.0,UPI,Punjab National Bank,ATM_DHA_0568,"Market Kiosk, Dhanbad",1,1,1,1
CMP_20260721_01816,2026-07-21,16:15:13,Police Station,45,Male,Rajasthan,Bharatpur,Kaman,703075,Govt Employee ID,2026-07-21,14:15:13,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Kaman,Rajasthan,Bharatpur,Kaman,Kaman Commercial Sector,TXN_20260721_054646,49000.0,UPI,Punjab National Bank,ATM_KAM_0422,"Educational Area Kiosk, Kaman",1,1,1,1
CMP_20260721_01466,2026-07-21,18:45:14,Police Station,54,Male,Delhi,Central Delhi,Delhi,759915,Passport,2026-07-20,00:45:14,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Delhi,Delhi,Central Delhi,Delhi,Delhi Commercial Sector,TXN_20260720_053596,95000.0,UPI,Bank of Baroda,ATM_DEL_0030,"Commercial Area Kiosk, Delhi",1,1,1,0
CMP_20260721_01135,2026-07-21,19:44:53,NCRP 1930 Portal,26,Female,Bihar,Patna,Patna,646853,Govt Employee ID,2026-07-20,00:44:53,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Patna,Bihar,Patna,Patna,Patna Commercial Sector,TXN_20260720_052603,95000.0,UPI,Punjab National Bank,ATM_PAT_0388,"Commercial Area Kiosk, Patna",1,1,1,1
CMP_20260721_00837,2026-07-21,19:46:18,NCRP 1930 Portal,28,Male,Haryana,Gurugram,Gurgaon/Gurugram,386096,Driving License,2026-07-20,17:46:18,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Gurgaon/Gurugram,Haryana,Gurugram,Gurgaon/Gurugram,Gurgaon/Gurugram Commercial Sector,TXN_20260720_051709,75000.0,UPI,HDFC Bank,ATM_GUR_0058,"Market Kiosk, Gurgaon/Gurugram",1,1,1,1
CMP_20260721_02270,2026-07-21,20:23:00,Online Grievance,59,Male,West Bengal,Kolkata,Kolkata,421146,Govt Employee ID,2026-07-21,19:23:00,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Kolkata,West Bengal,Kolkata,Kolkata,Kolkata Commercial Sector,TXN_20260721_056008,95000.0,UPI,HDFC Bank,ATM_KOL_0199,"Market Kiosk, Kolkata",1,1,0,1
CMP_20260721_01777,2026-07-21,22:37:26,NCRP 1930 Portal,54,Male,Rajasthan,Bharatpur,Bharatpur,733035,Govt Employee ID,2026-07-20,02:37:26,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Bharatpur,Rajasthan,Bharatpur,Bharatpur,Bharatpur Commercial Sector,TXN_20260720_054529,15000.0,UPI,State Bank of India,ATM_BHA_0136,"Airport Kiosk, Bharatpur",1,1,1,1
CMP_20260722_01783,2026-07-22,03:10:45,Police Station,44,Male,Rajasthan,Bharatpur,Bharatpur,150619,Passport,2026-07-21,16:10:45,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Bharatpur,Rajasthan,Bharatpur,Bharatpur,Bharatpur Commercial Sector,TXN_20260721_054547,75000.0,UPI,IndusInd Bank,ATM_BHA_0166,"Commercial Area Kiosk, Bharatpur",1,1,1,1
CMP_20260722_00688,2026-07-22,04:25:59,Police Station,35,Male,Rajasthan,Alwar,Alwar,640514,Driving License,2026-07-20,16:25:59,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Alwar,Rajasthan,Alwar,Alwar,Alwar Commercial Sector,TXN_20260720_051262,15000.0,UPI,Axis Bank,ATM_ALW_0215,"Other Kiosk, Alwar",1,1,1,1
CMP_20260722_00280,2026-07-22,04:42:23,NCRP 1930 Portal,21,Male,Haryana,Gurugram,Gurgaon/Gurugram,727043,Govt Employee ID,2026-07-20,14:42:23,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Gurgaon/Gurugram,Haryana,Gurugram,Gurgaon/Gurugram,Gurgaon/Gurugram Commercial Sector,TXN_20260720_050038,49000.0,UPI,HDFC Bank,ATM_GUR_0466,"Commercial Area Kiosk, Gurgaon/Gurugram",1,1,1,1
CMP_20260722_02821,2026-07-22,05:47:38,NCRP 1930 Portal,45,Female,Rajasthan,Bharatpur,Bharatpur,675548,Govt Employee ID,2026-07-20,19:47:38,Financial Cyber-Fraud,OTP / SIM-Swap Fraud,Victim reported unauthorized transfer followed by ATM cashout ring in Bharatpur,Rajasthan,Bharatpur,Bharatpur,Bharatpur Commercial Sector,TXN_20260720_057661,95000.0,UPI,State Bank of India,ATM_BHA_0501,"Commercial Area Kiosk, Bharatpur",1,1,1,1
CMP_20260722_00298,2026-07-22,05:58:49,Cyber Cell Desk,43,Female,Rajasthan,Bharatpur,Kaman,834224,Passport,2026-07-20,23:58:49,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Kaman,Rajasthan,Bharatpur,Kaman,Kaman Commercial Sector,TXN_20260720_050092,15000.0,UPI,State Bank of India,ATM_KAM_0562,"Shopping Mall Kiosk, Kaman",1,1,0,1
CMP_20260722_00208,2026-07-22,07:25:52,Online Grievance,60,Male,Rajasthan,Bharatpur,Bharatpur,513148,Passport,2026-07-21,01:25:52,Financial Cyber-Fraud,OTP / SIM-Swap Fraud,Victim reported unauthorized transfer followed by ATM cashout ring in Bharatpur,Rajasthan,Bharatpur,Bharatpur,Bharatpur Commercial Sector,TXN_20260721_049822,75000.0,UPI,State Bank of India,ATM_BHA_0250,"Shopping Mall Kiosk, Bharatpur",1,1,1,1
CMP_20260722_00243,2026-07-22,07:31:00,Online Grievance,35,Female,Delhi,Central Delhi,Delhi,440183,Driving License,2026-07-21,04:31:00,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Delhi,Delhi,Central Delhi,Delhi,Delhi Commercial Sector,TXN_20260721_049927,75000.0,UPI,HDFC Bank,ATM_DEL_0104,"Educational Area Kiosk, Delhi",1,1,1,1
CMP_20260722_02345,2026-07-22,07:53:31,Bank Helpline,51,Male,Jharkhand,Dumka,Dumka,552018,Passport,2026-07-22,05:53:31,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Dumka,Jharkhand,Dumka,Dumka,Dumka Commercial Sector,TXN_20260722_056233,49000.0,UPI,Axis Bank,ATM_DUM_0089,"Residential Kiosk, Dumka",1,1,1,1
CMP_20260722_00561,2026-07-22,10:19:03,NCRP 1930 Portal,49,Female,Rajasthan,Bharatpur,Bharatpur,417899,Driving License,2026-07-22,04:19:03,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Bharatpur,Rajasthan,Bharatpur,Bharatpur,Bharatpur Commercial Sector,TXN_20260722_050881,25000.0,UPI,State Bank of India,ATM_BHA_0586,"Railway Station Kiosk, Bharatpur",1,1,0,1
CMP_20260722_01828,2026-07-22,10:24:10,NCRP 1930 Portal,23,Male,Bihar,Nalanda,Nalanda,127545,Govt Employee ID,2026-07-21,05:24:10,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Nalanda,Bihar,Nalanda,Nalanda,Nalanda Commercial Sector,TXN_20260721_054682,95000.0,UPI,Bank of Baroda,ATM_NAL_0154,"Bus Stand Kiosk, Nalanda",1,1,0,1
CMP_20260722_02033,2026-07-22,10:56:06,Online Grievance,28,Male,Rajasthan,Bharatpur,Bharatpur,660709,Govt Employee ID,2026-07-21,14:56:06,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Bharatpur,Rajasthan,Bharatpur,Bharatpur,Bharatpur Commercial Sector,TXN_20260721_055297,95000.0,UPI,HDFC Bank,ATM_BHA_0595,"Railway Station Kiosk, Bharatpur",1,1,1,1
CMP_20260722_01332,2026-07-22,11:18:15,Bank Helpline,28,Female,Haryana,Nuh,Punahana,472468,Driving License,2026-07-21,03:18:15,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Punahana,Haryana,Nuh,Punahana,Punahana Commercial Sector,TXN_20260721_053194,75000.0,UPI,State Bank of India,ATM_PUN_0259,"Market Kiosk, Punahana",1,1,1,1
CMP_20260722_00038,2026-07-22,11:22:01,Online Grievance,51,Female,Uttar Pradesh,Mathura,Mathura,475665,Ration Card,2026-07-21,18:22:01,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Mathura,Uttar Pradesh,Mathura,Mathura,Mathura Commercial Sector,TXN_20260721_049312,25000.0,UPI,Canara Bank,ATM_MAT_0322,"Residential Kiosk, Mathura",1,1,1,1
CMP_20260722_02672,2026-07-22,11:22:20,NCRP 1930 Portal,53,Male,Bihar,Patna,Patna,768515,Driving License,2026-07-20,19:22:20,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Patna,Bihar,Patna,Patna,Patna Commercial Sector,TXN_20260720_057214,15000.0,UPI,State Bank of India,ATM_PAT_0281,"Commercial Area Kiosk, Patna",1,1,0,1
CMP_20260722_02404,2026-07-22,13:04:12,NCRP 1930 Portal,44,Female,Bihar,Patna,Patna,448824,Govt Employee ID,2026-07-22,05:04:12,Financial Cyber-Fraud,OTP / SIM-Swap Fraud,Victim reported unauthorized transfer followed by ATM cashout ring in Patna,Bihar,Patna,Patna,Patna Commercial Sector,TXN_20260722_056410,15000.0,UPI,Punjab National Bank,ATM_PAT_0210,"Commercial Area Kiosk, Patna",1,1,1,1
CMP_20260722_00458,2026-07-22,13:22:47,NCRP 1930 Portal,23,Male,Bihar,Patna,Patna,351632,Govt Employee ID,2026-07-20,18:22:47,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Patna,Bihar,Patna,Patna,Patna Commercial Sector,TXN_20260720_050572,15000.0,UPI,HDFC Bank,ATM_PAT_0328,"Market Kiosk, Patna",1,1,0,1
CMP_20260722_02244,2026-07-22,13:36:21,Cyber Cell Desk,32,Female,Uttar Pradesh,Agra,Agra,299822,Ration Card,2026-07-21,03:36:21,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Agra,Uttar Pradesh,Agra,Agra,Agra Commercial Sector,TXN_20260721_055930,95000.0,UPI,Axis Bank,ATM_AGR_0284,"Bus Stand Kiosk, Agra",1,1,1,1
CMP_20260722_00342,2026-07-22,14:08:53,Police Station,67,Female,Rajasthan,Alwar,Alwar,835528,Driving License,2026-07-21,11:08:53,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Alwar,Rajasthan,Alwar,Alwar,Alwar Commercial Sector,TXN_20260721_050224,75000.0,UPI,ICICI Bank,ATM_ALW_0530,"Educational Area Kiosk, Alwar",1,1,1,0
